work_id,name,artist_id,style,url,subject,museum_id,size_id
160228,Still Life with Flowers and a Watch,615,Baroque,#REF!,Still-Life,43,24
160236,Still Life with Fruit and a Beaker on a Cock's Foot,615,Baroque,#REF!,Still-Life,43,24
160244,Still Life with Fruit and a Goldfinch,615,Baroque,#REF!,Still-Life,43,24
160252,Still Life with Fruit and Oysters,615,Baroque,#REF!,Still-Life,43,24
160260,"Still Life with Fruit, Oysters, and a Porcelain Bowl",615,Baroque,#REF!,Still-Life,43,24
160268,The Overturned Bouquet,615,Baroque,#REF!,Still-Life,43,24
125752,Arabian Horses at Pasture,757,Baroque,#REF!,Horses,,30
125818,Count Halm on His Basedow Estate,757,Baroque,#REF!,Horses,,30
23448,Horses at the Porch,757,Baroque,#REF!,Horses,34,20
125763,Napoleon Before the Burning City of Smolensk,757,Baroque,#REF!,Marine Art/Maritime,,30
125774,Peasants Resting in the Field,757,Baroque,#REF!,Marine Art/Maritime,,30
125785,Portrait Oberleutnant Theodor Von Klein,757,Baroque,#REF!,Marine Art/Maritime,,30
125796,The Rescue of Count Munnich,757,Baroque,#REF!,Marine Art/Maritime,,3629
125807,The Stable Yard,757,Baroque,#REF!,Marine Art/Maritime,,3024
24532,Jacob A. Stamler Departing Le Havre,563,,#REF!,Marine Art/Maritime,,3624
124470,Kaleda off Le Havre,563,,#REF!,Marine Art/Maritime,,30
124479,R. Bell &amp; Co. Steamship Bothal in a Heavy Swell,563,,#REF!,Marine Art/Maritime,,3624
124488,Steam Sailing Ship Finsbury in a Stormy Sea,563,,#REF!,Marine Art/Maritime,,3624
124497,The American Ship Olive S Southard in French Waters,563,,#REF!,Marine Art/Maritime,,3624
124506,The Atalanta Running Under Reduced Sail in a Gale,563,,#REF!,Marine Art/Maritime,,3624
124515,The Auxiliary Steamer County of Sutherland at Sea Under Steam and Sail,563,,#REF!,Marine Art/Maritime,,30
124524,The Auxiliary Steamer Rishanglys Calling for a Pilot Off a Headland,563,,#REF!,Marine Art/Maritime,,30
124533,The Barquentine Herdis of the American Star Line,563,,#REF!,Marine Art/Maritime,,30
124542,The First French Steam Battlefleet in Formation at Sea,563,,#REF!,Marine Art/Maritime,,3624
124551,The French Brig Dieudonne in Full Sail Off a Headland,563,,#REF!,Portraits,,3624
124560,The Full-Rigger King Ceolric Running Under Full Sail,563,,#REF!,Portraits,,3624
124569,The Richard Rylands Passing the Fastnet Rock,563,,#REF!,Portraits,,3624
124578,The Ship Jacob A. Stamler,563,,#REF!,Portraits,,3624
124587,The Three-Master Hahnemann in Full Sail Off a Headland,563,,#REF!,Portraits,,3624
135881,Comedian Tournelle,621,Neo-Classicism,#REF!,Portraits,,30
135892,Madame de Genlis,621,Neo-Classicism,#REF!,Portraits,60,2430
135903,Monsieur Meunier,621,Neo-Classicism,#REF!,Portraits,,2430
135914,Pierre Roch Vigneron,621,Neo-Classicism,#REF!,Portraits,,2430
135925,Portrait de Madame La Comtesse de Lameth,621,Neo-Classicism,#REF!,Portraits,,2430
135936,Portrait of a Man,621,Neo-Classicism,#REF!,Portraits,,2430
135947,Portrait of a Woman,621,Neo-Classicism,#REF!,Musics,,30
135958,Portrait of Gaspard Gilbert Delamalle,621,Neo-Classicism,#REF!,Portraits,,2430
31780,Portrait of Madame Labille-Guyard and Her Pupils,621,Neo-Classicism,#REF!,Portraits,35,36
135969,Portrait of the Duchesse D'Aiguillon,621,Neo-Classicism,#REF!,Portraits,,2430
31778,Portrait of the Painter Vincent,621,Neo-Classicism,#REF!,Portraits,40,2430
135980,Self-Portrait,621,Neo-Classicism,#REF!,Portraits,,2430
147731,Jean-Dominique Fabry Garat Playing Lyre,616,,#REF!,Portraits,,1620
147742,Portrait d'Aglae´-Constance Boudard en Robe de Velours Rouge,616,,#REF!,Portraits,,1620
147753,Portrait d'Ame´lie-Justine et de Charles-Edouard Pontois,616,,#REF!,Musics,,1620
147764,Portrait d'Ame´lie-Justine Laidin de la Bouterie,616,,#REF!,Portraits,,1620
147815,Portrait de la Famille de l'Artiste Posant Devant le Cha^teau de Juilly,616,,#REF!,Dancers,46,3629
147797,Portrait of a Lady,616,,#REF!,Portraits,,1624
147806,Portrait of a Mother and Child,616,,#REF!,Portraits,,2436
147775,"Portrait of a Young Lady, seated in a White Dress Holding a Lyre",616,,#REF!,U.S. Presidents,,1620
147786,"Portrait of Auguste Vestris, French Dancer",616,,#REF!,Dogs,47,1620
24536,George Washington,837,,#REF!,Portraits,35,1620
122171,Henri Bertholet Campan with His Dog Aline,837,,#REF!,Portraits,,1620
122182,Mrs. Sims of Philadelphia,837,,#REF!,Portraits,,1620
122193,Portrait of Mr. Lyttkens,837,,#REF!,Portraits,,1620
122204,Portrait of Stanislas de Clermont Tonnerre,837,,#REF!,Portraits,,1620
122215,Portrait of the Queen,837,,#REF!,Portraits,62,1624
122224,Queen Marie Antoinette of France and Two of Her Children,837,,#REF!,Portraits,35,2436
194065,"Barend Klijn Barendsz, Poet",569,,#REF!,Portraits,43,5468
194074,"Cornelis Sebille Roos, Amsterdam Art Dealer and Keeper of the Nationale Konst-Gallery in Huis ten Bosch, The Hague",569,,#REF!,Portraits,43,36
194148,General Daendels Taking Leave of Lieutenant-Colonel Krayenhoff,569,,#REF!,Portraits,43,40
194130,"Jonkheer Gysbert Carel Rutger Reinier van Brienen van Ramerus, with his Wife and four of their Children",569,,#REF!,Portraits,43,5468
194121,Morning Visit,569,,#REF!,Portraits,43,36
194083,"Portrait of Albertus Henricus Wiese, Governor-General of the Dutch East Indies",569,,#REF!,Portraits,43,5468
194092,"Portrait of Gerrit Verdooren, Vice-admiral",569,,#REF!,Portraits,43,5468
194101,Portrait of Hendrick de Hartog,569,,#REF!,Portraits,43,36
194155,Portrait of the Family of Adrianus Bonebakker with Dirk L. Bennewitz,569,,#REF!,Portraits,43,36
194110,"Portrait of Wilhelmina Maria Haack, fourth Wife of Gerrit Verdooren",569,,#REF!,Portraits,43,5468
194162,The Art Gallery of Jan Gildemeester Jansz,569,,#REF!,Portraits,43,40
194169,The Art Gallery of Josephus Augustinus Brentano,569,,#REF!,Portraits,43,36
194176,The Drawing Gallery of the Felix Meritis Society,569,,#REF!,Portraits,43,40
194181,The Sculpture Gallery of the Felix Meritis Society,569,,#REF!,Portraits,43,40
194139,Woman Baking Pancakes,569,,#REF!,Rivers/Lakes,43,36
160324,Portrait of a Man,597,Renaissance,#REF!,Rivers/Lakes,43,4860
160332,William of Orange,597,Renaissance,#REF!,Rivers/Lakes,43,4860
24025,"A Distant View of Dordrecht, with a Milkmaid and Four Cows",592,Baroque,#REF!,Horses,46,24
24029,A Herdsman with Seven Cows by a River,592,Baroque,#REF!,Horses,47,20
24031,"A Landscape with Horseman, Herders and Cattle",592,Baroque,#REF!,Rivers/Lakes,,20
24033,A View of the Maas at Dordrecht,592,Baroque,#REF!,Rivers/Lakes,55,48
24035,Cattle in a River,592,Baroque,#REF!,Rivers/Lakes,,30
24037,Cattle Near a River,592,Baroque,#REF!,Rivers/Lakes,,3024
24039,"Cattle Near the Maas, with Dordrecht in the Distance",592,Baroque,#REF!,Flowers,,3624
24041,Cattle with Horseman and Peasants,592,Baroque,#REF!,Flowers,47,20
24043,Children and a Cow,592,Baroque,#REF!,Bridges,35,30
24047,Lady and Gentleman on Horseback,592,Baroque,#REF!,Rivers/Lakes,46,3624
24049,Landscape with Cattle,592,Baroque,#REF!,Flowers,,20
24051,Landscape with Cows and Young Herdsman,592,Baroque,#REF!,Flowers,43,30
24053,Landscape with Herdsman and Cattle,592,Baroque,#REF!,Spring,43,30
24059,Mountainous Landscape with the Ruins of a Castle,592,Baroque,#REF!,Flowers,43,36
24061,Piping Shepherds,592,Baroque,#REF!,Flowers,35,30
24064,River Landscape with Cows,592,Baroque,#REF!,Still-Life,43,36
24066,River Landscape with Riders,592,Baroque,#REF!,Still-Life,43,36
24068,River Scene,592,Baroque,#REF!,Flowers,43,30
24070,Rooster and Hens,592,Baroque,#REF!,Flowers,,24
164850,Senior Merchant,592,Baroque,#REF!,Flowers,43,36
24072,Starting for the Hunt,592,Baroque,#REF!,Flowers,35,24
198873,The Flight into Egypt,592,Baroque,#REF!,Landscape Art,60,3629
24074,The Maas at Dordrecht,592,Baroque,#REF!,Rivers/Lakes,46,24
24078,The Passage Boat,592,Baroque,#REF!,Landscape Art,,30
204794,Travelers in Hilly Countryside,592,Baroque,#REF!,Horses,53,36
164862,View of Dordrecht at Sunset,592,Baroque,#REF!,Landscape Art,43,36
198863,View of the Maas near Dordrecht,592,Baroque,#REF!,Landscape Art,60,3624
24084,Young Herdsmen with Cows,592,Baroque,#REF!,Autumn/Fall,35,30
29914,Bouquet of Roses and Fruit,659,Expressionism,#REF!,Landscape Art,35,1620
126089,Bouquet of Roses,659,Expressionism,#REF!,Landscape Art,,1620
126219,Bridge Over the Seine in Paris,659,Expressionism,#REF!,Landscape Art,,2016
126208,"Buses, Place Pigalle",659,Expressionism,#REF!,Spring,,2016
29916,"Compote of Peaches and Pears, with Pitchers, on a Table",659,Expressionism,#REF!,Landscape Art,35,2016
126109,Dahlias,659,Expressionism,#REF!,Rivers/Lakes,,1620
126164,Flower Vase and Fruits,659,Expressionism,#REF!,Landscape Art,,2016
126175,"In the Park, Edge of the Seine",659,Expressionism,#REF!,Deers,,2016
126186,Lady Reading,659,Expressionism,#REF!,Landscape Art,,2016
126285,Old Lady in White Seated,659,Expressionism,#REF!,Deers,,2020
126230,Reading at the Garden,659,Expressionism,#REF!,Landscape Art,,2016
29918,Renoir and His Model,659,Expressionism,#REF!,Landscape Art,35,2016
29920,"Renoir Painting His Family in His Studio at 73 Rue De Caulaincourt, Paris",659,Expressionism,#REF!,Rivers/Lakes,,2016
126294,Roses in a Glass,659,Expressionism,#REF!,Landscape Art,,2020
126120,Seated Woman,659,Expressionism,#REF!,Landscape Art,,1620
126241,Still Life,659,Expressionism,#REF!,Landscape Art,,2016
29922,Still Life with Fruit and Brioche,659,Expressionism,#REF!,Landscape Art,35,2016
29924,Table Setting with Fruit,659,Expressionism,#REF!,Landscape Art,35,2416
126263,"The Artist's Studio, A Still Life",659,Expressionism,#REF!,Landscape Art,,2016
126252,The Artist's Studio,659,Expressionism,#REF!,Rivers/Lakes,,2016
126131,"The Bouquet (View from the Artist’s Studio, Paris)",659,Expressionism,#REF!,Landscape Art,,1620
126197,"The Dock of Grenelle, Paris",659,Expressionism,#REF!,Rivers/Lakes,,2016
126153,Vase of Flower by the Window,659,Expressionism,#REF!,Landscape Art,,1620
126274,Vase of Flowers and Fruits on the Table,659,Expressionism,#REF!,Landscape Art,,2016
126142,White Vase with Flowers,659,Expressionism,#REF!,Landscape Art,,1620
5093,"A River Landscape, Westphalia",712,American Landscape,#REF!,Landscape Art,,3624
5095,"A Storm in the Rocky Mountains, Mt. Rosalie",712,American Landscape,#REF!,Rivers/Lakes,,30
5097,A Wild Stallion,712,American Landscape,#REF!,Landscape Art,,30
5099,"Among the Sierra Nevada Mountains, California",712,American Landscape,#REF!,Landscape Art,,24
5101,Autumn Landscape,712,American Landscape,#REF!,Landscape Art,,3624
5103,Beached Ship,712,American Landscape,#REF!,Rivers/Lakes,,3624
5105,California Spring,712,American Landscape,#REF!,Winter,,24
5109,"Canadian Rockies, Lake Louise",712,American Landscape,#REF!,Jesus Christ,35,3624
185353,Canadian Rockies,712,American Landscape,#REF!,Christianity,,2436
5111,"Cathedral Rocks, Yosemite Valley, California",712,American Landscape,#REF!,Christianity,,3624
5115,Deer in a Field,712,American Landscape,#REF!,Portraits,,3624
5113,Deer,712,American Landscape,#REF!,Portraits,,3020
5117,"Estes Park, Colorado, Whyte's Lake",712,American Landscape,#REF!,Portraits,,3624
5119,Farallon Island,712,American Landscape,#REF!,Portraits,,3624
5121,Fishing Boats,712,American Landscape,#REF!,Portraits,,3020
185266,Fishing Boats at Capri,712,American Landscape,#REF!,Portraits,,3624
5125,Glen Ellis Falls,712,American Landscape,#REF!,Portraits,,2936
5127,Hetch Hetchy Canyon,712,American Landscape,#REF!,Portraits,,2936
5129,In the Foothills,712,American Landscape,#REF!,Portraits,,3629
185308,In the High Mountains,712,American Landscape,#REF!,Portraits,,3629
5133,In the Mountains,712,American Landscape,#REF!,Portraits,,3624
5135,"In the Sierras, Lake Tahoe",712,American Landscape,#REF!,Christianity,,36
5137,Indian Canoe,712,American Landscape,#REF!,Christianity,,3624
185317,Indian Encampment Evening,712,American Landscape,#REF!,Christianity,,3629
5141,Indian Hunters in Canoe,712,American Landscape,#REF!,Christianity,,3624
5143,Indians Spear Fishing,712,American Landscape,#REF!,Nude,,36
5155,Lake Tahoe,712,American Landscape,#REF!,Nude,,24
5161,"Liberty Cam, Yosemite",712,American Landscape,#REF!,Nude,,2936
5163,Light in the Forest,712,American Landscape,#REF!,Portraits,,2936
5221,Bighorn Ram,712,American Landscape,#REF!,Portraits,,24
126522,"Against the Light, Algiers",559,Post-Impressionism,#REF!,Portraits,,2016
126533,"Algiers, Gray Weather",559,Post-Impressionism,#REF!,Still-Life,,2016
126307,"Algiers, The City seen from the Heights",559,Post-Impressionism,#REF!,Landscape Art,,2016
126324,"Algiers, View of Mustapha, Rain",559,Post-Impressionism,#REF!,Landscape Art,,2016
129073,"Algiers, View of the Casbah",559,Post-Impressionism,#REF!,Landscape Art,,1620
126335,"Amsterdam, Snow",559,Post-Impressionism,#REF!,Landscape Art,,2016
128992,"Anglers, La Chaume",559,Post-Impressionism,#REF!,Winter,,2416
126346,"Arcueil, the Factory and the Aqueduct",559,Post-Impressionism,#REF!,Still-Life,,2016
128791,Ares,559,Post-Impressionism,#REF!,Still-Life,,2416
126357,"Audierne, The Tonneaux",559,Post-Impressionism,#REF!,Still-Life,,2016
128800,"Banks of the Seine, Paris",559,Post-Impressionism,#REF!,Flowers,,2416
126401,"Bassin du Roy (Le Havre, France, Normandy)",559,Post-Impressionism,#REF!,Nude,,2016
126368,Bay of Algiers View of El-Biar,559,Post-Impressionism,#REF!,Portraits,,2016
126379,Boats in Ciboure,559,Post-Impressionism,#REF!,Portraits,,2016
126390,"Boats in Collioure, Gray Weather",559,Post-Impressionism,#REF!,Nude,,2016
126434,Boats in the Port,559,Post-Impressionism,#REF!,Still-Life,,2016
126423,Boats in Triel,559,Post-Impressionism,#REF!,Autumn/Fall,,2016
126489,Breeze in Porquerolles,559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
126500,Calm Flat,559,Post-Impressionism,#REF!,Autumn/Fall,,2016
128836,Cargo at Dock,559,Post-Impressionism,#REF!,Rivers/Lakes,,2416
126511,Cargo Leaving the Port,559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
128307,Clouds and Smoke,559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
128615,Cloudy Weather in Algiers,559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
126555,"Crans-sur-Sierre, Sledding",559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
126566,Cypress and Trees in Bloom,559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
127545,Daisies,559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
126577,Davos Under the Snow,559,Post-Impressionism,#REF!,Winter,,2016
128461,"Dock of Bourbon, Paris",559,Post-Impressionism,#REF!,Rivers/Lakes,,2016
128472,"Dock of Grands Augustins, Paris",559,Post-Impressionism,#REF!,Winter,,2016
128483,"Dock of Grands-Augustins, Under the Snow",559,Post-Impressionism,#REF!,Bridges,,2016
25861,Burkhard of Speyer,548,Renaissance,#REF!,Gardens,,30
25863,Christ Among the Doctors,548,Renaissance,#REF!,Horses,56,30
25869,Lot and His Daughters,548,Renaissance,#REF!,Spring,46,30
25871,Madonna and Child (Haller Madonna),548,Renaissance,#REF!,Seascapes,46,30
25873,Penitent Saint Jerome,548,Renaissance,#REF!,Spring,47,30
25875,Portrait of a Clergyman,548,Renaissance,#REF!,Landscape Art,46,2024
25879,"Portrait of a Woman, Said to Be Caritas Pirckheimer",548,Renaissance,#REF!,Seascapes,35,2024
25882,Portrait of a Young Venetian Woman,548,Renaissance,#REF!,Landscape Art,,2024
25884,Portrait of Barbara Durer,548,Renaissance,#REF!,Landscape Art,,30
25888,Portrait of Durer's Father at 70,548,Renaissance,#REF!,Landscape Art,47,2024
25890,Portrait of Emperor Maximillian I,548,Renaissance,#REF!,Landscape Art,,20
25892,Portrait of Hieronymus Holzschuher,548,Renaissance,#REF!,Landscape Art,,30
25894,Portrait of Jakob Muffel,548,Renaissance,#REF!,Landscape Art,,20
25900,Self-Portrait,548,Renaissance,#REF!,Landscape Art,,2030
25902,Self-Portrait in a Fur Coat,548,Renaissance,#REF!,Landscape Art,,2024
25904,Self-Portrait with Gloves,548,Renaissance,#REF!,Landscape Art,50,36
25906,St. Anne with the Virgin and Child,548,Renaissance,#REF!,Landscape Art,35,24
25908,The Virgin and Child (The Madonna with the Iris),548,Renaissance,#REF!,Seascapes,47,24
25910,The Virgin Mary in Prayer,548,Renaissance,#REF!,Landscape Art,,2024
25912,Vanitas,548,Renaissance,#REF!,Landscape Art,,2024
25914,Virgin and Child,548,Renaissance,#REF!,Landscape Art,,20
23540,Albayde,501,Classicism,#REF!,Landscape Art,,2024
23542,Birth of Venus,501,Classicism,#REF!,Rivers/Lakes,49,3624
23544,Echo,501,Classicism,#REF!,Landscape Art,35,2436
23546,La Chiaruccia,501,Classicism,#REF!,Landscape Art,,2430
23548,Napoleon III,501,Classicism,#REF!,Seascapes,,2436
23550,Olivia Peyton Murray Cutting,501,Classicism,#REF!,Landscape Art,,2936
23552,Portrait of Alfred Bruyas,501,Classicism,#REF!,Landscape Art,,2024
23554,Portrait of an Arab,501,Classicism,#REF!,Landscape Art,,2024
23556,Portrait of Catharine Lorillard Wolfe,501,Classicism,#REF!,Rivers/Lakes,35,2436
23558,Rebecca et Eliezer,501,Classicism,#REF!,Landscape Art,,3624
23560,Saint Jean-Baptiste,501,Classicism,#REF!,Landscape Art,,2436
23562,The Governess,501,Classicism,#REF!,Landscape Art,67,2936
23564,The Roman Monk,501,Classicism,#REF!,Rivers/Lakes,,2024
29948,Head of a Woman,708,Expressionism,#REF!,Landscape Art,,2020
29950,Head of a Young Man (Called Hercules),708,Expressionism,#REF!,Seascapes,,2020
29952,Hills,708,Expressionism,#REF!,Landscape Art,,2016
29954,Mediterranean Coast,708,Expressionism,#REF!,Landscape Art,,2020
29956,Schokko,708,Expressionism,#REF!,Landscape Art,,1620
29958,Solitude,708,Expressionism,#REF!,Landscape Art,,2016
29960,Spaneteru Mit Roten Schal,708,Expressionism,#REF!,Landscape Art,,1624
29962,Still Life with Vase and Jug,708,Expressionism,#REF!,Landscape Art,,2020
29964,Young Girl with a Flowered Hat,708,Expressionism,#REF!,Gardens,,1624
28801,Rye,808,,#REF!,Musics,,3624
28803,The Perchorskiy Cloister Near Nizniy Novgorod,808,,#REF!,Musics,,3024
28805,The Rooks Have Returned,808,,#REF!,Nude,,2430
28807,Winter,808,,#REF!,Gardens,,2430
22578,A Girl,534,Avant-Garde,#REF!,Dancers,,1620
22579,Abstract Portrait,534,Avant-Garde,#REF!,Dancers,,1620
22580,Abstract Still Life,534,Avant-Garde,#REF!,Musics,,2016
22581,Cubist Still Life,534,Avant-Garde,#REF!,Flowers,,2016
22582,Cubist Twin Heads,534,Avant-Garde,#REF!,Flowers,,1620
22583,Eugenia,534,Avant-Garde,#REF!,Gardens,,1624
22584,Fauve Landscape with Rolling Hills,534,Avant-Garde,#REF!,Horses,,2016
22585,Figure in Landscape,534,Avant-Garde,#REF!,Churches/Temples/Mosques,,2016
195399,Figure on Bench,534,Avant-Garde,#REF!,Portraits,51,1620
22586,Flappers,534,Avant-Garde,#REF!,Portraits,,1620
22587,Floral Still Life,534,Avant-Garde,#REF!,Portraits,,1620
22588,Flowers in a Vase,534,Avant-Garde,#REF!,Nude,,1620
22589,Four Sisters,534,Avant-Garde,#REF!,Spring,,1620
22590,Head of a Girl,534,Avant-Garde,#REF!,Spring,,1620
195446,Hills,534,Avant-Garde,#REF!,Portraits,51,40
22591,La Dame en Blanc,534,Avant-Garde,#REF!,Portraits,,1620
22592,Landscape,534,Avant-Garde,#REF!,Musics,,1620
22593,Landscape II,534,Avant-Garde,#REF!,Musics,,2416
22594,Landscape III,534,Avant-Garde,#REF!,Dogs,,1620
22595,Landscape of Provence,534,Avant-Garde,#REF!,Musics,,1620
195410,Landscape with House,534,Avant-Garde,#REF!,Nude,51,1620
22596,Landscape with Trees (Marlboro Landscape),534,Avant-Garde,#REF!,Bridges,,1620
22597,Landscape with Two Trees,534,Avant-Garde,#REF!,Flowers,,2016
22598,Marlboro Landscape (House in Hills),534,Avant-Garde,#REF!,Flowers,,2016
22599,Nude Reading,534,Avant-Garde,#REF!,Flowers,,1620
22600,Portrait of a Woman,534,Avant-Garde,#REF!,Still-Life,,1620
22601,Portrait of a Young Girl,534,Avant-Garde,#REF!,Flowers,,1620
22602,Standing Female Nude,534,Avant-Garde,#REF!,Flowers,,1620
22603,Still Life,534,Avant-Garde,#REF!,Still-Life,,1620
195421,Still Life,534,Avant-Garde,#REF!,Still-Life,51,1620
6877,A Corner of Wood in the Sablons,573,Impressionism,#REF!,Flowers,49,2016
209013,A Path at Les Sablons,573,Impressionism,#REF!,Flowers,,30
208485,A Turn in the Road,573,Impressionism,#REF!,Flowers,68,#VALUE!
6713,Abandoned House,573,Impressionism,#REF!,Nude,,2416
6715,"Among the Vines, Louveciennes",573,Impressionism,#REF!,Cafes/Bars,,2016
6879,An Evening in Moret,573,Impressionism,#REF!,Nude,,2016
6717,Aqueduct at Marly,573,Impressionism,#REF!,Nude,,2416
6719,"Autumn, Banks of the Seine Near Bougival",573,Impressionism,#REF!,Nude,,2016
6723,"Banks of the Loing, Autumn Effect",573,Impressionism,#REF!,Nude,,2016
208575,Banks of the Loing River,573,Impressionism,#REF!,Nude,67,2016
6725,"Banks of the Loing, Saint-Mammès",573,Impressionism,#REF!,Nude,,2016
6721,Banks of the Loing,573,Impressionism,#REF!,Portraits,,2016
6727,Boat in the Flood at Port Marly,573,Impressionism,#REF!,U.S. Presidents,49,30
6729,Bougival,573,Impressionism,#REF!,Nude,,2016
208553,Bridge at Moret-sur-Loing,573,Impressionism,#REF!,Nude,67,2016
6731,"Cabins Along the Loing Canal, Sunlight Effect",573,Impressionism,#REF!,Nude,,2016
6737,Early Snow at Louveciennes,573,Impressionism,#REF!,Portraits,,2416
6739,El Camino de Montbuisson in Louveciennes,573,Impressionism,#REF!,Portraits,,1624
6735,Farmyard in Saint-Mammès,573,Impressionism,#REF!,Portraits,49,2016
6743,Flood at Port-Marly,573,Impressionism,#REF!,Portraits,56,2016
6747,"Foggy Morning, Voisins",573,Impressionism,#REF!,Portraits,49,30
6749,Footbridge at Argenteuil,573,Impressionism,#REF!,Nude,49,2416
6751,Garden Path in Louveciennes,573,Impressionism,#REF!,Nude,,1624
6753,Horses Being Watered at Marly-le-Roi,573,Impressionism,#REF!,Nude,,2416
6755,June Morning in Saint-Mammès,573,Impressionism,#REF!,Portraits,,2016
6757,"La Grande-Rue, Argenteuil",573,Impressionism,#REF!,Portraits,,1624
6765,"Lady's Cove, Langland Bay, Le Matin",573,Impressionism,#REF!,Nude,,30
208530,Landscape along the Seine with the Institut de France and the Pont des Arts,573,Impressionism,#REF!,Summer,68,2016
6767,Landscape at Louveciennes,573,Impressionism,#REF!,Nude,,2416
6771,Landscape (Spring at Bougival),573,Impressionism,#REF!,Nude,67,2416
23392,A Cloudy Day,610,American Landscape,#REF!,Nude,,2430
185403,A Fair Day on the Coast,610,American Landscape,#REF!,U.S. Presidents,,4824
185411,"A Summer Day at the Seashore, New England",610,American Landscape,#REF!,Bridges,,4824
185659,A Woodland Stream,610,,#REF!,Churches/Temples/Mosques,,3624
185419,After the Storm,610,American Landscape,#REF!,Still-Life,,4824
185427,Afternoon by the Ocean,610,American Landscape,#REF!,Nude,,4824
185435,Afternoon on the Hudson,610,American Landscape,#REF!,Christianity,,4824
185451,"Afternoon, Southampton Beach",610,American Landscape,#REF!,Portraits,,4824
185443,Afternoon Surf,610,American Landscape,#REF!,Nude,,4824
185459,Along the Shore,610,American Landscape,#REF!,Nude,,4824
185362,"At Mount Desert Island, Maine",610,American Landscape,#REF!,Portraits,,2430
185666,"Autumn Mist, Lake George",610,American Landscape,#REF!,Portraits,,3624
185467,"Beach at Little Boar's Head, New Hampshire",610,American Landscape,#REF!,Still-Life,,4824
23394,"Blue Point, Long Island",610,American Landscape,#REF!,Musics,,2430
23396,Boating in the Afternoon,610,American Landscape,#REF!,Still-Life,,2436
185673,Breaking Waves,610,American Landscape,#REF!,Flowers,,3624
23398,"Brundith Head, Grand Manan",610,American Landscape,#REF!,Still-Life,,2430
185475,"Cliff Island, Maine",610,American Landscape,#REF!,Still-Life,,4824
185483,Coastal Scene,610,American Landscape,#REF!,Summer,,4824
23400,Drifting,610,American Landscape,#REF!,Still-Life,,2430
185491,"Eagle Head, Manchester by the Sea",610,American Landscape,#REF!,Dogs,,4824
185499,Evening's Glow,610,American Landscape,#REF!,Still-Life,,4824
185389,"Gathering Water Lilies at Curzon's Mills, Newburyport, Massachusetts",610,American Landscape,#REF!,Still-Life,,2436
185371,Grand Manaan,610,American Landscape,#REF!,Flowers,,2430
185507,Grand Manan,610,American Landscape,#REF!,Flowers,,4824
185515,Hazy Coast,610,American Landscape,#REF!,Flowers,,4824
185680,"Indian Summer, Massachusetts",610,American Landscape,#REF!,Musics,,3624
185687,Lake George,610,American Landscape,#REF!,Still-Life,,3624
185694,Lake George,610,American Landscape,#REF!,Musics,,3624
185555,Along the Maine Coast,610,American Landscape,#REF!,Still-Life,60,36
21100,A Chilly Morning in Luxembourg,823,Cubism,#REF!,Still-Life,,1620
21102,A Concert in the Garden,823,Cubism,#REF!,Architectures,,2020
21104,A Festive Evening,823,Cubism,#REF!,Architectures,,2016
21106,A Steep Slope in the Vineyards,823,Cubism,#REF!,Architectures,,1620
21108,Afternoon Tea,823,Cubism,#REF!,Architectures,,2016
21110,Archers,823,Cubism,#REF!,Bridges,30,2016
21112,Arthur Honegger with &quot;King David&quot;,823,Cubism,#REF!,Rivers/Lakes,,1620
21114,At Leisure,823,Cubism,#REF!,Architectures,,2016
21116,At the Ball,823,Cubism,#REF!,Bridges,,2016
21118,Bacchanale Among the Rocks,823,Cubism,#REF!,Architectures,,2016
21120,Bathers with Birds,823,Cubism,#REF!,Architectures,,2020
21122,Beauties Fancy,823,Cubism,#REF!,Architectures,,2016
21124,Beyond the Radiant Valley,823,Cubism,#REF!,Rivers/Lakes,,1620
21126,"Borghese Gardens No.1, Water Fountain",823,Cubism,#REF!,Architectures,,1620
21128,Cemetery,823,Cubism,#REF!,Rivers/Lakes,,1620
21130,Country Memories,823,Cubism,#REF!,Architectures,,1620
21132,Dancer at the Palais,823,Cubism,#REF!,Architectures,,2016
21134,Dancers,823,Cubism,#REF!,Architectures,,2416
21136,Dimanche,823,Cubism,#REF!,Architectures,,1620
21138,Dukas Etude,823,Cubism,#REF!,Bridges,,3024
21140,Equestrian Fantasy with Pink Lady,823,Cubism,#REF!,Rivers/Lakes,,2016
21144,Flowers and Figures II,823,Cubism,#REF!,Architectures,,1620
21142,Flowers and Figures,823,Cubism,#REF!,Rivers/Lakes,,1620
21146,Fountain in a Garden of Rome,823,Cubism,#REF!,Architectures,,1620
21148,Geneva Harbor,823,Cubism,#REF!,Architectures,,2416
21150,Hands and Fruits,823,Cubism,#REF!,Architectures,,1620
21152,Happy Omen,823,Cubism,#REF!,Architectures,,1624
21154,Henry Spiess,823,Cubism,#REF!,Architectures,,1620
21156,Horses,823,Cubism,#REF!,Architectures,,2020
21158,In the Chapel,823,Cubism,#REF!,Architectures,,1624
